R59   , 164164 227231 195195 176176 161165 150158 212216 096099 199199 192192 147147 181181 237237
R61   , 156164 227227 199199 168168 165165 150150 208216 099099 207207 192192 141153 181181 233233
r621  , 164164 231231 195203 176192 161165 150150 212212 096099 199199 192192 147147 181181 237237
r622  , 164164 231231 191195 176176 161165 150150 212216 096099 199199 192192 141141 181181 225237
r62a  , 156164 227227 203203 192192 165165 150150 216216 096099 195195 192192 141153 181181 225233
R63   , 164164 231231 195195 176192 161165 150150 212216 096096 199199 192192 147147 181181 225225
R66A  , 156164 227227 203203 176192 165165 150150 212212 096096 195207 192192 141141 181181 233237
r68   , 164164 227227 195199 176176 161165 158158 212216 096096 195195 192192 141153 181181 229229
r691  , 156164 227227 203203 176176 165165 150150 212212 096099 195207 192192 141153 181181 225229
r692  , 164164 227231 203203 176192 165165 150158 212216 096096 195207 192192 141147 181181 225229
R732  , 164164 227227 199199 176176 165165 158158 212216 099099 195195 192192 156156 181181 237237
RGR1  , 156164 227227 199203 176176 165165 158158 212212 099099 207207 192192 153153 181181 229229
RGR2  , 156156 227227 191199 176176 165165 150150 216216 096096 207207 192192 141141 181181 229237
06GU1 , 156164 227231 199203 168168 165165 150158 216216 099099 195195 192192 141141 181181 225233
Pop
52002 , 156156 231231 195203 176192 165165 154170 216216 096096 207207 192192 153159 181181 233237
52003 , 156164 227231 203207 192192 165165 150158 216216 096096 207207 192196 153153 181181 233257
52004 , 156164 231231 195207 192192 165165 166170 208208 099105 203207 184192 153153 181181 225253
52005 , 156164 231231 203207 176192 161165 150150 208212 096096 195203 184192 150153 181181 237237
52006 , 156156 227231 203203 172176 165165 150162 216216 096102 207207 192192 138153 181181 225229
52007 , 156156 227231 195203 172176 165165 158166 216216 096099 199207 184192 132159 181181 233237
52008 , 156156 231231 195195 192196 165165 150162 216216 096099 207207 184192 159159 181181 229233
52010 , 156164 231231 195203 176176 165165 000000 212212 099102 207207 192192 153159 181181 233237
52011 , 156164 227231 000000 176192 165165 158170 216216 099099 207207 184192 147153 181181 229257
52012 , 156164 227227 207207 196196 165165 154158 212212 096099 207207 192192 153159 181181 233233
52013 , 156164 231231 195207 176176 161165 154154 216216 096099 207207 184192 153156 181181 233237
52014 , 156156 231231 195195 192192 165165 150154 208216 096099 195207 192192 147150 181181 233241
52015 , 156164 231231 000000 176200 165165 150154 196208 099099 203207 184192 159159 181181 233237
52016 , 156164 231231 195207 192192 165165 154166 208208 096099 207207 184192 153153 176176 233237
52017 , 156156 231231 195203 192192 161165 158170 212216 096099 203203 184192 153159 181181 233233
52018 , 156164 231231 203203 172200 165165 150170 208216 096096 207207 184192 138159 181181 229233
52019 , 156164 000000 195203 192192 165165 150154 216216 099099 207207 184192 138153 181181 229233
52020 , 156156 231231 195207 176192 161165 158166 216216 096096 207207 184192 153159 181181 237237
52021 , 156164 231235 203203 176192 161165 154162 216216 096099 207207 184192 153153 181181 217241
52022 , 000000 231231 195195 192192 161165 150154 000000 096096 207207 192192 147153 181181 229253
52023 , 156156 227227 203203 176192 165165 150158 196216 099099 207207 192192 150159 181181 221233
52024 , 164164 231231 203203 192192 161165 150150 212212 096096 203207 184192 153156 181181 233237
52025 , 156156 231231 195203 176192 165165 150150 216216 096099 199203 192192 153159 181181 237241
52026 , 156156 227231 203203 192192 161165 150150 196196 096096 207207 192192 159159 176176 233233
52027 , 000000 231231 203207 172176 165165 150154 212212 096096 195207 192192 153153 181181 221233
52028 , 156156 231231 199203 192196 161165 150170 212216 096102 195207 192192 153153 181181 233233
52029 , 156156 231231 195203 176192 161165 150162 212212 096099 195207 192192 150153 181181 233241
52030 , 156164 231231 203203 176200 161165 154162 216216 096105 199199 192192 132159 181181 233237
52031 , 156164 231235 195203 176176 161165 150176 216216 099099 207207 192192 153153 181181 233233
Pop
W0962 , 156164 227231 203203 200200 165165 150150 216216 096096 195203 184192 159159 181181 233233
WH105 , 156156 227231 203203 176176 165165 150150 208208 096099 199207 184192 153159 181181 233233
WH112 , 156156 227231 203203 172176 165165 150150 216216 099102 195207 192192 159159 181181 237241
WH136 , 156164 227231 195203 172176 161165 158162 216216 096096 203207 192192 153159 181181 233241
WH147 , 156164 231231 195195 192192 165165 158170 208216 096096 195207 192192 141153 181181 229229
WH148 , 156164 231231 203203 176176 165165 158170 216216 096099 195203 184192 147159 181181 229229
WH149 , 156164 227231 203203 176176 161165 162170 216216 096105 195207 184192 147147 181181 229229
WH178 , 156164 231231 203203 192192 165165 150162 216216 096099 207207 192192 153153 181181 233233
WH200 , 156156 227231 203203 176176 161161 162162 216216 096096 195207 192192 153159 181181 229229
WH282 , 164164 231231 203203 172192 165165 150158 212216 096102 195207 192192 153153 176181 233233
WH286 , 156164 231231 000000 172172 165165 150162 212212 096099 195207 192192 153153 181181 229237
WH316 , 156156 231231 195203 176176 161161 150158 216216 096096 207207 192192 153165 181181 233241
WH332 , 156164 231231 195211 176192 165165 150150 196216 099102 203207 192192 138153 181181 233237
WH333 , 156156 227231 195211 176192 165165 150154 212212 096096 207207 192192 153153 181181 233237
W3431 , 156156 231231 195203 192200 165165 150150 212216 099099 195203 184192 153153 181181 233237
W3432 , 164164 231231 203203 172172 165165 150150 216216 096099 207207 192192 153153 181181 233237
W0691 , 156164 227231 203203 192192 161165 158158 212216 099102 207207 192192 153153 181181 241245
W0692 , 156164 227231 203211 200200 161165 150150 216216 096096 195207 184192 138153 181181 229237
WG007 , 156164 231231 203203 176200 165165 150150 216216 096096 195203 192192 153153 181181 241245
WG019 , 156164 231231 195203 172192 000000 150158 212212 099099 207207 192192 153153 181181 241241
WG068 , 000000 227231 195203 172172 165165 150150 212216 096102 207207 192192 153153 181181 241241
WG071 , 164164 227231 203203 192200 165165 158170 216216 096102 195203 184192 153159 181181 245245
cr301 , 156156 231231 199203 172176 165165 158172 212212 096099 203207 192192 147153 181181 233237
cr302 , 156164 227227 199203 176176 165165 158170 208216 096096 203207 192196 147153 181181 229237
cr36  , 156164 227227 199203 172176 161165 150150 212216 099099 195207 192192 141153 181181 233237
Pop
P005B , 156156 227231 203203 172192 165165 150170 216216 096096 199207 184192 153159 176181 233257
P009A , 156164 227231 203207 192192 165165 150150 216216 096096 207207 192192 138159 176181 237237
P009B , 156164 227231 203203 192192 165165 162162 216216 096096 207207 192192 138153 181181 229237
P012  , 156156 231231 203203 172192 161165 150162 216216 096096 207207 192192 153159 181181 253253
P017A , 156156 231231 203203 176192 161165 150154 216216 099099 199207 184192 153159 181181 229241
P017B , 156156 231231 203207 000000 161165 150150 216216 000000 207207 184192 138147 181181 237241
P019A , 156156 227235 203203 000000 165165 150170 216216 000000 207207 192192 138153 181181 237237
P019B , 156164 231231 203203 176200 165165 158170 196216 096096 207207 184192 141153 181181 229253
P021  , 156156 231231 203203 192192 165165 150170 196216 096096 207207 184192 150153 176181 237237
P022A , 156164 227231 195199 176192 161165 150162 196216 096096 199207 184192 153153 181181 237237
P022B , 156156 231231 203203 176192 161165 150162 216216 096096 207207 192192 153153 181181 237237
P030  , 156164 227231 203203 176192 165165 162170 216216 096096 207207 192192 150153 181181 237237
P10   , 156156 231231 203203 176192 165165 150158 196196 096096 195207 192192 147159 181181 237237
P10B  , 156164 227231 203207 176176 157165 150170 216216 096096 207207 192192 138165 181181 229233
P11   , 156164 231231 195203 176192 161165 150170 216216 096099 203207 184192 138153 181181 237237
P12   , 156164 231231 195195 192192 165165 150170 216216 096096 207207 184192 150150 181181 229241
P14   , 156156 231231 203203 176192 165165 150150 208216 096096 207207 192192 138153 176181 237253
P16   , 156156 227227 195203 168192 165165 150150 216216 096096 195195 192192 153159 181181 237253
P16B  , 156164 227231 195203 176192 165165 150150 196216 096096 207207 192192 153153 181181 229229
P17   , 160164 231231 203203 172192 161165 154162 208216 096096 207207 184192 153153 181181 229233
P18   , 156156 231231 203203 176176 161165 150166 216216 096096 207207 192192 150156 181181 229237
P18B  , 156160 231231 203207 176192 161165 150154 216216 096099 207207 184192 153159 181181 241253
P1A   , 156156 231231 203203 168176 165165 150150 216216 096096 203207 192192 153153 181181 241253
P1B   , 156164 231231 195195 176192 165165 154162 196196 096096 207207 184192 153153 181181 237241
P2    , 156164 227231 199203 172192 000000 150158 216216 096099 207207 184192 138153 181181 229237
P4A   , 160164 231231 195203 176192 165165 150162 216216 096096 207207 192192 138153 176181 237237
P4B   , 156156 231231 203203 168176 161165 150162 196216 096099 199207 184192 153153 161161 229241
P6    , 156156 231231 199203 192192 161165 154162 196216 000000 207207 192192 153153 181181 229237
P7    , 156156 231231 203203 176192 165165 154158 212216 096096 199207 192192 138153 181181 233237
P8A   , 156156 231231 203203 172192 165165 150154 216216 096096 207207 184192 153153 176181 237241
Pop
JI10  , 156156 227231 203203 172172 161165 150150 216216 099099 199199 192192 150150 171181 233241
JI13A , 164164 223223 203203 172196 161165 150150 216216 096099 199207 192192 150150 171181 233237
JI13B , 156164 227231 203203 172172 165165 150150 212212 099099 199199 192192 150150 181181 233233
JI13C , 164164 227231 203203 172172 165165 150150 216216 096099 199199 192192 150150 181181 233233
RG10A , 156156 231231 203207 172172 165165 150150 216216 096096 199203 192192 150150 171181 237237
RG10B , 156164 227227 203203 172172 165165 150150 216216 096099 199203 192192 150150 181181 233241
RG10C , 156156 227227 203203 172172 165165 150150 216216 099099 199199 192192 150150 181181 233233
RG10D , 156156 231231 203203 172184 165165 142150 216216 096102 199207 192192 150150 181181 233237
RG13  , 156164 227227 203203 172172 161161 142150 196216 096096 199207 192192 150150 181181 233233
RG14  , 156164 231231 203203 172176 165165 150150 216216 096099 199203 192192 150150 181181 225233
RG15A , 156164 231231 203203 172172 165165 150150 216216 096099 199207 192192 150156 176176 233233
RG15B , 156156 227231 203203 172172 165165 150150 216216 096096 199199 192192 150150 181181 233233
RG15C , 156156 227231 203203 172172 165165 150150 212216 096096 199203 192192 150153 181181 233233
RG15D , 156164 223235 203203 172172 165165 150150 216216 096099 199199 192192 150150 181181 233233
RG16A , 156156 227231 203203 172172 165165 150150 212216 096096 199199 192192 150171 181181 233233
RG16B , 156156 231231 203203 172172 161165 150150 208212 096096 000000 192192 150162 176176 233233
RG16C , 156156 227227 203203 172172 161165 150154 216216 096099 199207 192192 150150 181181 233233
RG16D , 156156 231231 203207 172172 165165 150150 216216 096096 199207 192200 150150 176176 233233
RG16E , 156164 227231 203203 172172 165165 150150 216216 096099 199199 192192 150150 181181 233233
RG16F , 156156 223231 203203 172184 165165 150150 212216 096096 199199 192200 150150 181181 233233
RG16G , 156164 227227 203203 172172 161165 150150 216216 096096 199199 192192 150150 181181 233233
RG16H , 156164 231231 203203 172172 161165 142150 196208 096099 207207 192192 150150 176181 233237
RG16I , 156164 227227 203203 172176 165165 150150 216216 099099 199207 192192 150150 181181 233233
RG16J , 156164 227227 203203 172176 165165 142150 208216 099099 199203 192200 150150 181181 233233
RG16K , 156156 227231 203203 172172 161165 150154 216216 096099 000000 192192 150150 181181 233233
RG16N , 156164 227235 203203 172184 165165 150150 216216 096096 199199 192192 150150 181181 233233
RG16O , 156156 227235 203203 172172 165165 150150 216216 096099 199203 192192 150150 181181 233237
RG17A , 156156 227227 203207 172172 165165 150150 216216 099102 199203 192192 150150 176181 233237
